claim,verdict,explanation,source,link,id
"In Manchester, N.H., gubernatorial candidate Joyce Craig “pushed for a city sales tax. Then, Joyce Craig overrode the tax cap and tried to raise taxes six times.”",half-true,"In 2019, the year the ad says Craig ""overrode the tax cap,"" aldermen had a veto-proof supermajority, meaning Craig could not have overridden their vote to exceed the tax cap. Craig introduced the city sales tax idea a decade before her mayorship, when she was on the school board. The Craig campaign disputed the tax attacks.",Kelly Ayotte,https://www.politifact.com/factchecks/2024/oct/07/kelly-ayotte/nh-governors-race-kelly-ayotte-attack-on-joyce-cra/,ae7ca664-3209-4bd5-b8ae-a01365edefc0
"When Haitians go to school in Springfield, Ohio, they “take the place of our children in school” and “each one will have a private interpreter.""",false,"Springfield schools have hired staff to teach Haitian students and other English language learners, but we found no evidence that each student ""will have a private interpreter."" Trump said when Haitians go to school in Springfield they ""take the place of our children in school"" and ""each one will have a private interpreter."" A school official told the Springfield News-Sun in 2023 that English language learners do not take away from the English language students.",Donald Trump,https://www.politifact.com/factchecks/2024/sep/23/donald-trump/fact-checking-trumps-statement-about-haitian-stude/,914fb557-2e93-4b18-bf0e-3ab771938414
“The most recent State Budget increased funding for the Department of Tourism by 98 percent.”,true,"Cowles said: ""The most recent State Budget increased funding for the Department of Tourism by 98 percent."" ""The most recent State Budget increased funding for the Department of Tourism by 98 percent,"" state Sen. One Wisconsin lawmaker says funding for the state’s tourism department is up nearly 100 percent.",Robert Cowles,https://www.politifact.com/factchecks/2024/sep/16/robert-cowles/gop-senator-is-correct-wisconsins-tourism-budget-i/,294d0772-ff61-4557-b7ae-ce523b2c97c0
First lady Jill Biden led a Cabinet meeting for President Joe Biden and her signature appears on presidential stationery.,false,"In an email announcing her Sept. 20 schedule, the White House said, ""At 11:30 AM, First Lady Jill Biden will join at the top of President Biden’s Cabinet meeting to provide an update on the progress of the White House Initiative on Women’s Health Research."" The White House said first lady Jill Biden and the White House Gender Policy Council would lead its Initiative on Women’s Health Research in November 2023. It was Jill Biden’s first Cabinet appearance since Joe Biden took office.",X posts,https://www.politifact.com/factchecks/2024/sep/21/tweets/jill-biden-joined-a-cabinet-meeting-to-give-a-wome/,c0a7bae6-e1d3-42fc-a607-31eb858a8486
"During the 2020 Minnesota riots after George Floyd’s murder, Gov. Tim Walz didn’t call in the National Guard, “so, I sent in the National Guard to save Minneapolis.”",false,"Trump said that during the 2020 Minnesota riots, Walz didn’t call in the National Guard. Frey said he called Walz on the evening of May 27, 2020, asking him to send in the National Guard and Walz said he would consider it. However, Walz spokesperson Teddy Tschann wrote in a statement to CNN in 2020 that Walz ""activated the Minnesota National Guard at the request of the Mayors of Minneapolis and St. Paul, before he talked to the White House.""",Donald Trump,https://www.politifact.com/factchecks/2024/aug/07/donald-trump/trump-said-that-gov-tim-walz-didnt-call-in-the-nat/,f1fd555e-4566-47aa-8d8b-001f466f7b7c
“Kamala Harris said she will shut down X if elected.”,false,"The same rule has to apply, which is that there has to be a responsibility that is placed on these social media sites to understand their power. The same rule has to apply, which is that there has to be a responsibility that is placed on these social media sites to understand their power. An Instagram user shared a video Sept. 3 of Harris speaking with the caption, ""Kamala Harris says she will shut down X if elected.""",Instagram posts,https://www.politifact.com/factchecks/2024/sep/05/instagram-posts/no-kamala-harris-did-not-say-she-will-shut-down-x/,78571646-5165-4633-96ff-f19dea87b8ec
President Joe Biden “did a campaign ad at the graves in Arlington in 2020.”,barely-true,"An X post said that Biden ""did a campaign ad at the graves in Arlington in 2020."" Biden shared a 2020 campaign ad that included a photo taken at Arlington National Cemetery, but it was taken in 2010 as part of his vice presidential duties, not as part of a campaign activity. ""Joe Biden literally did a campaign ad at the graves in Arlington in 2020.""",X posts,https://www.politifact.com/factchecks/2024/aug/30/tweets/heres-how-a-biden-ad-that-featured-arlington-natio/,7039e287-7e38-450f-9f4e-1ce91db2d059
Jon Tester “supported slashing Social Security benefits”,false,"Meanwhile, several groups that advocate for Social Security and its beneficiaries have endorsed Tester: the National Committee to Preserve Social Security and Medicare, the Montana Alliance for Retired Americans and Social Security Works. Sheehy’s statement also ignores Tester’s stated position of supporting Social Security as is, and his endorsement by several Social Security advocacy groups. Sheehy said Tester ""supported slashing Social Security benefits.""",Tim Sheehy,https://www.politifact.com/factchecks/2024/sep/25/tim-sheehy/tim-sheehy-wrong-that-jon-tester-backs-slashing-so/,00a5fda9-d5c0-4fea-aeba-ecba83b5655f
NFL’s Philadelphia Eagles endorsed Kamala Harris for president.,false,Have the NFL’s Philadelphia Eagles endorsed Vice President Kamala Harris as president? Eagles spokesperson Bob Lange told PolitiFact the team’s statement referred to the Harris bus stop ads. We rate the claim that the Eagles endorsed Kamala Harris for president False.,Instagram posts,https://www.politifact.com/factchecks/2024/sep/04/instagram-posts/fly-kamala-fly-no-the-philadelphia-eagles-did-not/,a7aee5d9-c315-41f6-a903-819ead4b056f
Food and Drug Administration approval for updated COVID-19 vaccines requires a public health emergency declaration.,false,"That’s because the COVID-19 public health emergency and the COVID-19 emergency use authorization were declared by Health and Human Services under two distinct laws. An emergency use declaration doesn’t hinge on a public health emergency declaration and it can stay in effect after a public health emergency ends, the FDA said. The claim that the FDA shouldn’t be able to approve the new COVID-19 vaccines because there is no public health emergency and that other treatments are available is False.",Jeffrey Barke,https://www.politifact.com/factchecks/2024/aug/27/dr-jeffrey-barke/fda-can-still-approve-covid-19-vaccines-on-emergen/,65b22588-5a19-4c44-94a3-10419eeb57e9
U.S. Senate candidate Mike Rogers “believes he should make that decision” about whether to end pregnancies.,barely-true,"Rogers supported strict abortion bans in the past, and said he believed the government had a responsibility to restrict abortion access. Slotkin campaign spokesperson Antoine Givens said Rogers supported abortion restrictions at every point in his congressional career, and his voting record shows he believes the government should restrict abortion rights. More recently, though, Rogers has said that he respects the constitutional protections for abortion access that Michigan voters approved in a 2022 referendum, and he said he would not vote to change those protections if elected to the U.S. Senate.",Elissa Slotkin,https://www.politifact.com/factchecks/2024/sep/30/elissa-slotkin/us-rep-elissa-slotkin-ad-skews-opponent-mike-roger/,65fb76b2-9450-49e2-8489-0a844a63be5b
Vice President Kamala Harris is “calling for an end to the child tax credit.”,pants-fire,"In January, Harris lauded the House for passing a bipartisan tax package that includes the child tax credit expansion. Vance said Harris is ""calling on ending the child tax credit."" Harris called the increased child tax credit ""one of the most important, one of the most impactful parts of the American Rescue Plan.""",JD Vance,https://www.politifact.com/factchecks/2024/jul/30/jd-vance/kamala-harris-has-worked-to-expand-the-child-tax-c/,f6db56f9-53cb-4f4f-b8d4-919c49ed19f3
Video shows “FBI finds human remains at a McDonald’s meat supplier.”,pants-fire,"""FBI finds human remains at a McDonald’s meat supplier,"" read text over several Instagram videos shared Sept. 27 and Sept. 29 that show a television news reporter appearing to break news about the FBI recovering evidence of human remains from a Detroit business. The claim that this video shows the ""FBI finds human remains at a McDonald’s meat supplier"" is Pants on Fire! The video clip is real, but it does not show a reporter at a McDonald’s meat supplier.",Instagram posts,https://www.politifact.com/factchecks/2024/oct/02/instagram-posts/that-burger-is-safe-to-eat-human-remains-were-not/,676ec38d-0eb2-4a8e-82df-7e3b4e1279a4
"Tim Sheehy “would let politicians like him ban abortion, with no exceptions for rape or to save a woman’s life, and criminalize women.”",barely-true,"Sheehy has said he supports abortion ban exceptions for rape or to save a pregnant woman’s life. The Tester campaign’s ad says Sheehy ""would let politicians like him ban abortion, with no exceptions for rape or to save a woman’s life, and criminalize women."" Sheehy would let politicians like him ban abortion, with no exceptions for rape or to save a woman’s life, and criminalize women.",Jon Tester,https://www.politifact.com/factchecks/2024/sep/12/jon-tester/in-key-montana-senate-race-jon-tester-misleads-on/,f92c62bf-e050-4cde-9cc8-513864272b64
"“Vice President, Kamala Harris cast the tie-breaking vote to cut, as you know, Medicare by $273 billion. She cast a vote to cut Medicare.”",false,"But the government’s spending less on Medicare programs would not amount to the kind of ""cut"" to Medicare benefits Trump implied, experts told KFF Health News. The analysis Trump cited, per his campaign, said the Inflation Reduction Act’s health care provisions would lower the deficit by $237 billion — not $273 billion, as the former president claimed. ""The idea behind drug price negotiation is that Medicare can use its buying power to get a better price than what is currently being negotiated for these drugs,"" said Juliette Cubanski, deputy director of the program on Medicare policy at KFF, a health information nonprofit that includes KFF Health News.",Donald Trump,https://www.politifact.com/factchecks/2024/aug/15/donald-trump/haris-did-not-vote-to-cut-medicare-despite-trump-c/,bf5d9fea-53dc-4147-a363-c7d852e79cd2
The Democratic National Convention was “nearly empty” during its first day.,false,"""The DNC is nearly empty,"" one person wrote Aug. 19 on Instagram Threads. ""The difference between the RNC and DNC is apparent. The post was accompanied with a video of Minyon Moore, the DNC convention committee chair, and Jaime Harrison, the Democratic National Committee chair, speaking to a sparsely populated venue on the convention’s first day.",Threads posts,https://www.politifact.com/factchecks/2024/aug/22/threads-posts/anybody-out-there-the-democratic-national-conventi/,b72ed213-5995-49bd-9110-7fcd7e67114f
Video shows “several masked men stormed a local voting station and stole the ballot boxes” in Venezuela’s 2024 election.,false,"Social media posts claim that a video shows ""several masked men stormed a local voting station and stole the ballot boxes"" during Venezuela’s 2024 election. Social media posts claim that a video shows people stealing ballot boxes from local election sites. ""UNDEMOCRATIC: In Punta Cardón, Falcón State, Venezuela, it is reported that several masked men stormed a local voting station and stole the ballot boxes transporting then to an undisclosed location afterwards,"" a July 28 X post says, using ""then"" when it probably meant ""them.""",X posts,https://www.politifact.com/factchecks/2024/jul/30/tweets/this-video-doesnt-show-ballot-boxes-being-stolen-f/,3c486039-697a-4153-9309-705a47ac7d97
“Elon Musk to fund new anti-woke show featuring Tucker Carlson.”,false,"The SpaceX Fanclub post included in the comments a link to a blog post claiming the new show will be called ""Truth Unleashed."" ""Elon Musk to fund new anti-woke show featuring Tucker Carlson: ‘We need more journalists like Tucker Carlson and less like Rachel Maddow,’"" the Sept. 6 post said. The Facebook post sharing the Carlson claim does not say that it’s satire.",Viral image,https://www.politifact.com/factchecks/2024/sep/12/viral-image/no-elon-musk-didnt-announce-a-new-anti-woke-show-w/,a70cb86d-b4bd-4c29-9bb8-fcca50e60b70
“Attorney General Merrick Garland just vetoed charging Ryan Routh with attempted assassination” of Donald Trump.,false,"The TikTok video’s claim that Garland vetoed an attempted assassination charge against Routh ignores that Garland said the federal investigation of the incident continues. ""So, Attorney General Merrick Garland just vetoed charging Ryan Routh with attempted assassination,"" a man said in a Sept. 18 TikTok video that had nearly 200,000 likes by Sept. 20. But the TikTok videos ignore that the Justice Department said its federal investigation continues, and that more serious charges may come.",TikTok posts,https://www.politifact.com/factchecks/2024/sep/20/tiktok-posts/merrick-garland-didnt-veto-attempted-assassination/,d4534880-1d2f-4047-8d5b-32586a13b7bd
Video shows Sean “Diddy” Combs speaking “from prison.”,false,"""Diddy Combs speaks from prison,"" a Sept. 26 Instagram post sharing the video said. Combs pleaded not guilty, but a video that purportedly shows him speaking from prison is being mischaracterized on social media. Combs captioned the video, ""Diddy Blog #1001 ….",Viral image,https://www.politifact.com/factchecks/2024/oct/02/viral-image/video-doesnt-show-sean-diddy-combs-speaking-from-p/,9a2236ff-8505-45fb-98cc-c97e93fd47eb
Video shows an Iranian missile attack.,pants-fire,"Other users shared the video on X, also claiming it shows an Iranian missile attack. On one X post, a community note says the footage is from the video game ""Wargame: Red Dragon."" Screenshot from X But the video predates Iran’s Oct. 1 missile attack.",X posts,https://www.politifact.com/factchecks/2024/oct/03/tweets/no-this-video-does-not-show-iran-missile-attack/,7ef9d6d8-4ce0-4208-9ab9-67353267cd72
Hurricane Milton is part of Tampa’s plan to become a “15-minute city.”,false,"There is no evidence that Hurricane Milton is part of Tampa’s plan to become a ""15-minute city."" An Oct. 7 Instagram video showed Google search results about Tampa becoming a 15-minute city. As Hurricane Milton moved toward Florida’s west coast, some social media users claimed the hurricane is part of a conspiracy to turn Tampa, Florida, into a ""15-minute city.""",Instagram posts,https://www.politifact.com/factchecks/2024/oct/09/instagram-posts/no-hurricane-milton-wasnt-planned-to-turn-tampa-in/,c6adbef1-ba56-4a39-84f8-8202ebb50416
"The Inflation Reduction Act, which Rep. Elissa Slotkin supported, “drove inflation higher.”",false,"Americans for Prosperity Action said the Slotkin-supported Inflation Reduction Act ""drove inflation higher."" ""Slotkin voted for the $1.2 trillion Inflation Reduction Act that drove inflation higher,"" the group said in an ad. Despite what the ad claims, though, year-over-year inflation has gone down, not up, since President Joe Biden signed the Inflation Reduction Act into law in August 2022.",Americans for Prosperity Action,https://www.politifact.com/factchecks/2024/sep/26/americans-for-prosperity-action/ad-targeting-elissa-slotkin-on-inflation-reduction/,a6af797f-0a56-446c-9437-b97afe889415
Gov. Tim Walz insulted Ann Coulter’s romantic history after she called his son “weird.”,false,"Walz did not respond to her X post. A Walz spokesperson did not immediately respond when asked whether the post was authentic. Walz has not deleted any posts since Aug. 22, according to Social Blade, a social media analytics website.",Threads posts,https://www.politifact.com/factchecks/2024/aug/28/threads-posts/no-tim-walz-did-not-insult-ann-coulter-after-she-c/,c69933e1-054b-4b89-ac57-11ecf005f95d
"Says opponent Sen. Tammy Baldwin “gave our taxpayer money to a transgender-affirming clinic … that does it without even telling parents.""",false,"When asked for the evidence behind the claim, a Hovde spokesperson pointed to the $400,000 in federal money that Baldwin requested from a $1.2 trillion government spending package passed in March for Fitchburg-based Briarpatch Youth Services, which serves runaway and homeless youth in Dane County. Baldwin did secure funds for Briarpatch Youth Services, which has a program for LGBTQ+ youth that doesn’t require parental permission to join. Hovde claimed that Baldwin gave taxpayer money to a transgender-affirming clinic that ""does it without even telling parents.""",Eric Hovde,https://www.politifact.com/factchecks/2024/oct/03/eric-hovde/no-wisconsin-sen-baldwin-did-not-give-federal-mone/,58d1997d-8bc9-4f38-9a6f-08d3ca83acb3
"""Tim Walz signed into law driver's licenses for illegal immigrants in Minnesota.""",true,"On March 7, 2023, as Minnesota governor, Walz signed H.F. 4, a bill that expanded access to driver’s licenses to people in the state, regardless of their immigration status. Walz signed a bill in 2023 expanding access to driver’s licenses regardless of immigration status in Minnesota. Tim Walz signed law giving some Minnesota students, including migrants, free in-state tuition",Byron Donalds,https://www.politifact.com/factchecks/2024/aug/09/byron-donalds/yes-tim-walz-signed-a-law-letting-immigrants-illeg/,32d23499-b6d4-4eec-9d59-b65875de13f1
Minnesota Gov. Tim Walz signed “legislation giving free college … to illegal immigrants.”,mostly-true,"Students who are illegally in the U.S. can apply for this tuition aid if they have attended a Minnesota school for at least three years, graduated or received a GED certificate in Minnesota and satisfied other requirements for income and maintaining their school’s GPA standards. The short story: Walz signed a scholarship program into law that covers tuition at Minnesota public colleges and universities for students who meet family income restrictions. In the 2021-22 school year, 314 Minnesotan students received financial aid through the Minnesota Dream Act.",Lindsey Graham,https://www.politifact.com/factchecks/2024/aug/09/lindsey-graham/gov-tim-walz-signed-law-giving-some-minnesota-stud/,0ebbf057-0d15-4938-8855-3ca92cb98a72
“We have cut the flow of fentanyl by half.”,false,"Fentanyl seizure data tells us only how much fentanyl was stopped from entering the U.S. Data on fentanyl seizures inside the U.S. is incomplete, Luckey said. But neither data point proves with certainty that the rise in seizures is evidence that fentanyl in the U.S. has been cut in half.",Kamala Harris,https://www.politifact.com/factchecks/2024/oct/11/kamala-harris/fentanyl-seizures-have-doubled-has-the-flow-of-fen/,2ab7c35e-86e6-4d1d-b349-95c7963c20d5
